Ticket_ID,Customer_Age,Customer_Gender,Date_of_Purchase,Ticket_Type,Ticket_Status,Ticket_Priority,Ticket_Channel,First_Response_Time,Time_to_Resolution,Customer_Satisfaction_Rating,Resolution_Hours
7116,45,Other,15-04-2020,Technical issue,Closed,High,Phone,01-06-2023 15:20,01-06-2023 3:58,3,-11.37
7117,64,Other,14-08-2020,Technical issue,Open,Critical,Social media,,,,
7118,48,Male,06-07-2020,Refund request,Pending Customer Response,Critical,Phone,01-06-2023 12:29,,,
7119,46,Other,22-09-2020,Cancellation request,Closed,High,Social media,01-06-2023 21:02,01-06-2023 13:03,1,-7.98
7120,62,Female,15-12-2021,Refund request,Open,Critical,Phone,,,,
7121,55,Female,05-12-2021,Refund request,Closed,Low,Email,01-06-2023 20:54,01-06-2023 3:28,3,-17.43
7122,30,Male,14-05-2020,Product inquiry,Closed,Critical,Chat,01-06-2023 5:04,01-06-2023 2:15,5,-2.82
7123,40,Female,13-10-2021,Refund request,Open,Critical,Email,,,,
7124,20,Female,10-07-2021,Technical issue,Closed,Critical,Social media,01-06-2023 7:15,01-06-2023 7:20,3,0.08
7125,64,Female,08-04-2020,Technical issue,Open,Medium,Chat,,,,
7126,59,Female,05-10-2020,Refund request,Open,Medium,Social media,,,,
7127,30,Female,19-01-2021,Refund request,Closed,Medium,Social media,01-06-2023 8:32,01-06-2023 14:41,2,6.15
7128,28,Male,21-03-2021,Technical issue,Closed,Low,Phone,01-06-2023 3:58,01-06-2023 11:24,5,7.43
7129,18,Female,03-02-2020,Billing inquiry,Pending Customer Response,High,Social media,01-06-2023 12:37,,,
7130,49,Female,14-09-2020,Cancellation request,Closed,High,Phone,01-06-2023 7:48,01-06-2023 9:31,3,1.72
7131,55,Female,08-02-2020,Product inquiry,Open,High,Social media,,,,
7132,20,Male,02-04-2021,Refund request,Closed,Low,Chat,01-06-2023 20:28,01-06-2023 20:38,3,0.17
7133,62,Female,03-02-2020,Product inquiry,Pending Customer Response,High,Email,01-06-2023 1:08,,,
7134,64,Male,18-11-2021,Cancellation request,Open,Medium,Chat,,,,
7135,56,Male,03-09-2020,Billing inquiry,Pending Customer Response,Low,Email,01-06-2023 19:50,,,
7136,29,Female,09-06-2021,Technical issue,Closed,Low,Social media,01-06-2023 20:20,02-06-2023 0:10,1,3.83
7137,28,Male,23-08-2021,Technical issue,Closed,Low,Social media,01-06-2023 14:01,01-06-2023 10:10,2,-3.85
7138,69,Other,03-10-2020,Product inquiry,Open,Medium,Chat,,,,
7139,26,Female,01-03-2020,Billing inquiry,Closed,Low,Social media,01-06-2023 22:59,01-06-2023 19:31,4,-3.47
7140,65,Female,14-03-2021,Billing inquiry,Pending Customer Response,Low,Phone,01-06-2023 1:49,,,
7141,53,Other,30-01-2021,Product inquiry,Closed,Critical,Social media,02-06-2023 0:06,01-06-2023 7:00,3,-17.1
7142,55,Female,28-12-2020,Technical issue,Closed,Medium,Chat,01-06-2023 19:38,01-06-2023 15:42,5,-3.93
7143,59,Other,01-03-2021,Cancellation request,Closed,Critical,Email,01-06-2023 17:36,01-06-2023 6:02,3,-11.57
7144,61,Other,27-01-2021,Billing inquiry,Pending Customer Response,Medium,Social media,01-06-2023 19:59,,,
7145,29,Other,27-11-2021,Product inquiry,Pending Customer Response,Low,Social media,01-06-2023 22:07,,,
7146,69,Other,25-09-2021,Billing inquiry,Pending Customer Response,Critical,Social media,01-06-2023 18:53,,,
7147,66,Male,04-12-2021,Cancellation request,Open,High,Email,,,,
7148,30,Other,14-02-2021,Technical issue,Closed,Medium,Chat,01-06-2023 10:06,01-06-2023 9:00,3,-1.1
7149,68,Male,03-07-2021,Billing inquiry,Closed,Low,Email,01-06-2023 19:06,01-06-2023 14:24,1,-4.7
7150,56,Other,13-12-2021,Product inquiry,Closed,Medium,Chat,01-06-2023 2:18,01-06-2023 9:17,3,6.98
7151,57,Male,16-04-2021,Cancellation request,Open,High,Email,,,,
7152,60,Male,18-04-2021,Billing inquiry,Pending Customer Response,Critical,Social media,01-06-2023 20:15,,,
7153,42,Other,06-10-2020,Product inquiry,Closed,High,Phone,02-06-2023 0:05,01-06-2023 17:29,4,-6.6
7154,37,Other,28-05-2020,Product inquiry,Pending Customer Response,Medium,Chat,01-06-2023 9:20,,,
7155,60,Female,15-01-2020,Technical issue,Pending Customer Response,Low,Email,01-06-2023 3:11,,,
7156,62,Female,18-04-2020,Billing inquiry,Pending Customer Response,High,Email,01-06-2023 13:42,,,
7157,45,Other,12-12-2020,Product inquiry,Closed,High,Chat,01-06-2023 2:37,01-06-2023 1:42,4,-0.92
7158,60,Female,20-10-2020,Product inquiry,Closed,Medium,Phone,01-06-2023 1:04,01-06-2023 12:33,5,11.48
7159,40,Female,23-03-2020,Refund request,Open,Low,Email,,,,
7160,68,Male,21-04-2020,Cancellation request,Pending Customer Response,Medium,Chat,01-06-2023 16:59,,,
7161,31,Male,22-02-2021,Technical issue,Open,Medium,Phone,,,,
7162,62,Female,29-02-2020,Product inquiry,Pending Customer Response,Low,Social media,01-06-2023 18:39,,,
7163,21,Other,12-03-2020,Cancellation request,Pending Customer Response,Medium,Phone,01-06-2023 12:01,,,
7164,56,Female,24-05-2021,Refund request,Closed,Low,Phone,01-06-2023 22:53,01-06-2023 3:58,5,-18.92
7165,42,Male,02-09-2021,Refund request,Open,High,Email,,,,
7166,48,Other,27-01-2020,Technical issue,Closed,Medium,Email,01-06-2023 7:26,01-06-2023 8:51,3,1.42
7167,68,Male,14-01-2020,Billing inquiry,Open,Low,Phone,,,,
7168,24,Male,08-03-2020,Technical issue,Closed,Medium,Phone,01-06-2023 1:27,01-06-2023 6:35,3,5.13
7169,38,Other,26-11-2021,Technical issue,Open,Critical,Social media,,,,
7170,29,Other,14-03-2020,Cancellation request,Pending Customer Response,High,Social media,01-06-2023 8:38,,,
7171,43,Male,03-05-2021,Billing inquiry,Pending Customer Response,High,Social media,01-06-2023 21:17,,,
7172,27,Female,04-07-2021,Technical issue,Closed,High,Social media,01-06-2023 22:27,01-06-2023 9:56,2,-12.52
7173,64,Other,05-01-2021,Refund request,Open,High,Email,,,,
7174,22,Male,28-10-2020,Cancellation request,Closed,Medium,Email,01-06-2023 5:25,01-06-2023 10:58,2,5.55
7175,20,Female,13-01-2021,Product inquiry,Open,Low,Phone,,,,
7176,54,Male,20-09-2021,Product inquiry,Open,Medium,Chat,,,,
7177,53,Male,30-10-2020,Billing inquiry,Pending Customer Response,Critical,Email,01-06-2023 8:55,,,
7178,52,Other,15-08-2021,Cancellation request,Open,High,Phone,,,,
7179,45,Other,21-06-2020,Product inquiry,Pending Customer Response,Low,Social media,01-06-2023 1:05,,,
7180,40,Other,18-02-2020,Cancellation request,Pending Customer Response,High,Email,01-06-2023 16:19,,,
7181,50,Male,19-05-2020,Billing inquiry,Pending Customer Response,Low,Phone,01-06-2023 3:27,,,
7182,53,Male,28-04-2021,Cancellation request,Pending Customer Response,Critical,Email,01-06-2023 5:13,,,
7183,29,Female,21-10-2020,Cancellation request,Closed,Medium,Email,01-06-2023 16:33,01-06-2023 22:50,5,6.28
7184,49,Male,12-08-2021,Billing inquiry,Pending Customer Response,Medium,Social media,01-06-2023 5:09,,,
7185,62,Female,05-06-2020,Technical issue,Pending Customer Response,Low,Email,01-06-2023 2:40,,,
7186,24,Female,26-03-2020,Cancellation request,Pending Customer Response,Critical,Email,01-06-2023 6:18,,,
7187,19,Other,10-01-2021,Product inquiry,Pending Customer Response,High,Phone,01-06-2023 19:08,,,
7188,46,Female,17-05-2020,Technical issue,Open,Medium,Social media,,,,
7189,54,Other,24-02-2020,Technical issue,Closed,High,Chat,01-06-2023 2:52,01-06-2023 21:41,2,18.82
7190,55,Male,10-08-2021,Technical issue,Closed,Critical,Social media,01-06-2023 15:41,01-06-2023 7:30,3,-8.18
7191,62,Female,03-06-2021,Technical issue,Pending Customer Response,Low,Social media,01-06-2023 23:50,,,
7192,28,Female,11-08-2021,Refund request,Pending Customer Response,Medium,Chat,01-06-2023 21:35,,,
7193,70,Male,17-03-2021,Refund request,Closed,Medium,Chat,01-06-2023 14:08,01-06-2023 4:30,1,-9.63
7194,29,Female,06-05-2020,Technical issue,Open,High,Chat,,,,
7195,31,Male,01-04-2021,Billing inquiry,Closed,Critical,Chat,02-06-2023 0:02,01-06-2023 17:35,3,-6.45
7196,40,Other,05-11-2021,Cancellation request,Pending Customer Response,Low,Chat,01-06-2023 4:34,,,
7197,52,Other,22-10-2020,Technical issue,Closed,Critical,Phone,01-06-2023 7:36,01-06-2023 4:13,1,-3.38
7198,30,Female,30-11-2020,Cancellation request,Closed,Medium,Email,01-06-2023 18:39,01-06-2023 23:43,1,5.07
7199,25,Female,04-02-2020,Product inquiry,Open,Critical,Email,,,,
7200,61,Female,27-12-2021,Cancellation request,Closed,Critical,Social media,01-06-2023 13:25,01-06-2023 14:49,3,1.4
7201,53,Male,19-02-2021,Product inquiry,Open,Medium,Email,,,,
7202,56,Other,01-03-2020,Billing inquiry,Closed,Critical,Chat,01-06-2023 23:24,01-06-2023 10:04,1,-13.33
7203,69,Female,12-02-2021,Technical issue,Pending Customer Response,Critical,Email,01-06-2023 6:56,,,
7204,22,Other,28-05-2021,Refund request,Closed,Medium,Email,01-06-2023 19:23,01-06-2023 22:27,3,3.07
7205,46,Male,16-08-2021,Billing inquiry,Open,Critical,Phone,,,,
7206,55,Other,19-02-2020,Product inquiry,Pending Customer Response,Low,Phone,01-06-2023 6:20,,,
7207,37,Female,15-11-2020,Cancellation request,Pending Customer Response,Critical,Email,01-06-2023 12:43,,,
7208,42,Other,20-08-2020,Billing inquiry,Pending Customer Response,Medium,Phone,02-06-2023 0:04,,,
7209,32,Other,02-01-2020,Refund request,Closed,Low,Email,01-06-2023 15:16,01-06-2023 15:37,5,0.35
7210,58,Female,30-09-2021,Cancellation request,Open,Critical,Email,,,,
7211,53,Female,06-04-2021,Cancellation request,Pending Customer Response,Low,Chat,01-06-2023 23:39,,,
7212,33,Male,21-02-2020,Billing inquiry,Open,High,Social media,,,,
7213,38,Male,08-06-2021,Billing inquiry,Pending Customer Response,Critical,Chat,01-06-2023 18:27,,,
7214,45,Female,14-10-2021,Technical issue,Pending Customer Response,High,Phone,01-06-2023 8:11,,,
7215,67,Other,25-05-2020,Product inquiry,Closed,Low,Chat,01-06-2023 3:38,01-06-2023 21:58,4,18.33
7216,56,Male,28-11-2021,Refund request,Open,Low,Email,,,,
7217,51,Other,22-11-2021,Technical issue,Closed,Low,Social media,01-06-2023 17:00,01-06-2023 18:15,5,1.25
7218,40,Other,22-05-2020,Product inquiry,Pending Customer Response,Low,Email,01-06-2023 15:33,,,
7219,27,Other,26-03-2020,Technical issue,Pending Customer Response,Low,Email,01-06-2023 11:07,,,
7220,20,Other,15-12-2020,Product inquiry,Closed,Low,Social media,01-06-2023 14:44,01-06-2023 15:32,1,0.8
7221,62,Other,24-12-2020,Refund request,Closed,Low,Phone,01-06-2023 8:04,01-06-2023 12:23,4,4.32
7222,69,Male,02-12-2021,Product inquiry,Open,High,Phone,,,,
7223,21,Male,19-08-2021,Billing inquiry,Closed,Critical,Chat,01-06-2023 9:28,01-06-2023 15:27,2,5.98
7224,45,Male,22-05-2020,Billing inquiry,Open,Low,Phone,,,,
7225,55,Other,30-01-2021,Cancellation request,Open,Critical,Chat,,,,
7226,40,Other,02-10-2020,Cancellation request,Open,Low,Email,,,,
7227,63,Male,15-07-2020,Product inquiry,Pending Customer Response,High,Phone,01-06-2023 15:20,,,
7228,29,Female,04-10-2021,Cancellation request,Open,High,Social media,,,,
7229,65,Other,04-12-2021,Product inquiry,Open,High,Social media,,,,
7230,63,Male,17-06-2021,Product inquiry,Open,High,Social media,,,,
7231,40,Other,29-02-2020,Product inquiry,Open,Medium,Email,,,,
7232,36,Other,14-12-2020,Refund request,Pending Customer Response,High,Social media,01-06-2023 6:39,,,
7233,26,Male,23-05-2021,Product inquiry,Open,Medium,Email,,,,
7234,28,Other,24-01-2020,Product inquiry,Pending Customer Response,High,Email,01-06-2023 22:21,,,
7235,54,Female,13-04-2020,Technical issue,Open,Medium,Chat,,,,
7236,19,Other,05-02-2021,Cancellation request,Open,Low,Phone,,,,
7237,61,Male,03-07-2021,Product inquiry,Closed,Critical,Phone,01-06-2023 10:33,01-06-2023 16:36,5,6.05
7238,23,Female,26-02-2020,Refund request,Pending Customer Response,High,Social media,01-06-2023 7:48,,,
7239,30,Other,05-01-2020,Billing inquiry,Closed,Medium,Social media,01-06-2023 2:27,01-06-2023 7:28,4,5.02
7240,22,Other,26-12-2020,Product inquiry,Open,High,Social media,,,,
7241,24,Female,03-03-2021,Cancellation request,Closed,Critical,Social media,01-06-2023 23:07,01-06-2023 14:43,5,-8.4
7242,33,Female,16-11-2021,Cancellation request,Open,High,Social media,,,,
7243,65,Female,05-05-2021,Cancellation request,Pending Customer Response,Medium,Email,01-06-2023 20:20,,,
7244,21,Male,06-12-2020,Cancellation request,Pending Customer Response,Critical,Social media,01-06-2023 10:26,,,
7245,57,Female,29-03-2021,Product inquiry,Closed,Critical,Social media,01-06-2023 4:51,01-06-2023 4:46,2,-0.08
7246,21,Other,26-03-2021,Cancellation request,Pending Customer Response,Medium,Social media,01-06-2023 17:06,,,
7247,68,Other,29-07-2020,Billing inquiry,Open,Critical,Social media,,,,
7248,54,Female,26-08-2020,Refund request,Pending Customer Response,Low,Email,01-06-2023 3:42,,,
7249,33,Other,07-12-2020,Refund request,Closed,Medium,Phone,01-06-2023 19:07,01-06-2023 7:15,4,-11.87
7250,68,Female,12-11-2021,Billing inquiry,Open,High,Phone,,,,
7251,32,Other,05-08-2021,Billing inquiry,Pending Customer Response,High,Social media,01-06-2023 3:25,,,
7252,36,Male,10-01-2020,Cancellation request,Pending Customer Response,Critical,Email,01-06-2023 9:54,,,
7253,36,Other,23-01-2021,Billing inquiry,Open,High,Phone,,,,
7254,27,Female,24-07-2020,Product inquiry,Open,Medium,Chat,,,,
7255,33,Other,21-10-2020,Technical issue,Open,Critical,Social media,,,,
7256,29,Male,22-11-2021,Product inquiry,Open,Critical,Phone,,,,
7257,30,Other,24-01-2021,Billing inquiry,Open,Low,Social media,,,,
7258,42,Other,27-04-2020,Cancellation request,Open,Medium,Social media,,,,
7259,30,Male,27-10-2021,Billing inquiry,Open,Critical,Email,,,,
7260,39,Male,27-04-2021,Cancellation request,Open,High,Chat,,,,
7261,30,Female,29-12-2021,Billing inquiry,Pending Customer Response,High,Email,01-06-2023 10:57,,,
7262,58,Female,24-07-2020,Billing inquiry,Pending Customer Response,Critical,Social media,02-06-2023 0:01,,,
7263,59,Other,02-07-2020,Refund request,Open,High,Chat,,,,
7264,56,Male,19-04-2021,Product inquiry,Closed,Critical,Phone,01-06-2023 10:36,01-06-2023 8:56,2,-1.67
7265,21,Female,06-07-2020,Billing inquiry,Pending Customer Response,Low,Email,01-06-2023 21:20,,,
7266,52,Male,24-12-2021,Technical issue,Closed,Critical,Phone,01-06-2023 10:48,01-06-2023 17:01,3,6.22
7267,43,Other,11-07-2021,Product inquiry,Pending Customer Response,Critical,Email,01-06-2023 23:44,,,
7268,30,Female,19-10-2021,Billing inquiry,Pending Customer Response,Medium,Chat,01-06-2023 20:20,,,
7269,37,Female,30-06-2021,Product inquiry,Pending Customer Response,High,Phone,01-06-2023 12:12,,,
7270,60,Female,24-04-2020,Refund request,Pending Customer Response,Low,Phone,01-06-2023 11:36,,,
7271,47,Other,14-08-2021,Product inquiry,Pending Customer Response,High,Email,01-06-2023 2:14,,,
7272,46,Male,17-11-2021,Product inquiry,Open,Medium,Chat,,,,
7273,29,Female,05-12-2020,Cancellation request,Pending Customer Response,High,Social media,01-06-2023 8:54,,,
7274,52,Female,13-06-2020,Refund request,Pending Customer Response,Low,Chat,01-06-2023 19:17,,,
7275,42,Female,05-03-2020,Cancellation request,Pending Customer Response,Critical,Email,01-06-2023 5:49,,,
7276,19,Male,27-07-2020,Billing inquiry,Pending Customer Response,Medium,Chat,01-06-2023 20:02,,,
7277,37,Female,17-05-2021,Refund request,Pending Customer Response,Critical,Chat,01-06-2023 20:25,,,
7278,70,Other,30-06-2020,Cancellation request,Open,Low,Phone,,,,
7279,70,Female,21-10-2020,Refund request,Pending Customer Response,Medium,Chat,01-06-2023 14:49,,,
7280,41,Male,14-06-2020,Refund request,Closed,High,Chat,01-06-2023 16:31,01-06-2023 5:55,1,-10.6
7281,68,Other,29-08-2021,Cancellation request,Closed,High,Chat,01-06-2023 3:24,01-06-2023 22:23,5,18.98
7282,63,Other,16-01-2020,Cancellation request,Open,Medium,Phone,,,,
7283,27,Other,19-12-2020,Billing inquiry,Pending Customer Response,High,Chat,01-06-2023 20:40,,,
7284,54,Female,03-06-2021,Billing inquiry,Open,Low,Social media,,,,
7285,39,Female,05-02-2021,Refund request,Closed,Medium,Chat,01-06-2023 1:26,01-06-2023 7:38,5,6.2
7286,28,Female,14-11-2021,Cancellation request,Open,Critical,Chat,,,,
7287,58,Male,20-11-2020,Product inquiry,Pending Customer Response,Medium,Email,01-06-2023 15:18,,,
7288,19,Other,17-12-2020,Refund request,Pending Customer Response,Critical,Email,01-06-2023 6:52,,,
7289,69,Female,30-05-2021,Cancellation request,Pending Customer Response,Medium,Phone,01-06-2023 15:39,,,
7290,28,Female,15-06-2020,Billing inquiry,Pending Customer Response,High,Social media,01-06-2023 19:43,,,
7291,31,Male,02-11-2020,Billing inquiry,Open,Medium,Chat,,,,
7292,46,Male,20-06-2021,Refund request,Pending Customer Response,Low,Social media,01-06-2023 6:52,,,
7293,43,Female,27-08-2021,Technical issue,Pending Customer Response,Critical,Chat,01-06-2023 2:00,,,
7294,23,Other,07-07-2021,Billing inquiry,Open,Low,Social media,,,,
7295,62,Male,28-09-2020,Product inquiry,Open,Medium,Chat,,,,
7296,47,Female,09-12-2020,Technical issue,Pending Customer Response,Critical,Social media,01-06-2023 19:28,,,
7297,22,Female,09-10-2020,Refund request,Closed,Medium,Chat,01-06-2023 10:16,01-06-2023 14:24,1,4.13
7298,22,Male,10-11-2021,Billing inquiry,Open,High,Email,,,,
7299,70,Male,24-11-2020,Cancellation request,Open,High,Chat,,,,
7300,27,Female,05-11-2021,Refund request,Closed,Low,Email,01-06-2023 16:57,01-06-2023 7:44,4,-9.22
7301,32,Male,08-12-2020,Product inquiry,Pending Customer Response,High,Phone,01-06-2023 23:17,,,
7302,70,Other,18-06-2021,Technical issue,Closed,Critical,Email,01-06-2023 12:36,01-06-2023 5:36,4,-7
7303,55,Other,03-01-2021,Billing inquiry,Closed,Medium,Phone,02-06-2023 0:30,02-06-2023 0:00,1,-0.5
7304,52,Other,12-06-2020,Product inquiry,Pending Customer Response,High,Email,01-06-2023 3:07,,,
7305,46,Male,22-01-2020,Refund request,Pending Customer Response,Medium,Chat,01-06-2023 22:59,,,
7306,27,Male,08-11-2021,Cancellation request,Open,High,Social media,,,,
7307,68,Other,31-01-2021,Billing inquiry,Open,Low,Social media,,,,
7308,30,Male,17-09-2021,Cancellation request,Pending Customer Response,Critical,Phone,01-06-2023 20:25,,,
7309,19,Male,26-02-2020,Product inquiry,Pending Customer Response,High,Chat,01-06-2023 2:26,,,
7310,55,Male,31-03-2021,Cancellation request,Closed,Low,Social media,01-06-2023 22:08,01-06-2023 21:35,4,-0.55
7311,70,Male,10-10-2020,Cancellation request,Pending Customer Response,Low,Email,02-06-2023 0:14,,,
7312,30,Female,12-03-2021,Cancellation request,Pending Customer Response,Medium,Chat,01-06-2023 3:21,,,
7313,28,Male,04-07-2021,Billing inquiry,Open,Low,Email,,,,
7314,54,Other,09-06-2020,Product inquiry,Pending Customer Response,Critical,Chat,01-06-2023 23:52,,,
7315,19,Female,22-09-2020,Refund request,Closed,Medium,Chat,01-06-2023 11:10,01-06-2023 23:56,3,12.77
7316,23,Other,19-01-2020,Refund request,Pending Customer Response,Low,Email,01-06-2023 23:40,,,
7317,57,Female,02-03-2021,Product inquiry,Pending Customer Response,Critical,Email,01-06-2023 23:44,,,
7318,38,Female,09-03-2020,Product inquiry,Closed,High,Phone,01-06-2023 8:14,01-06-2023 13:36,1,5.37
7319,39,Other,10-09-2020,Product inquiry,Closed,Critical,Phone,01-06-2023 7:37,01-06-2023 21:01,2,13.4
7320,69,Male,31-05-2020,Refund request,Closed,High,Social media,01-06-2023 5:15,02-06-2023 0:19,4,19.07
7321,53,Male,26-05-2021,Product inquiry,Open,Low,Email,,,,
7322,64,Female,09-06-2021,Refund request,Open,Low,Phone,,,,
7323,19,Male,17-09-2020,Billing inquiry,Pending Customer Response,Low,Chat,01-06-2023 7:37,,,
7324,49,Female,18-01-2021,Technical issue,Pending Customer Response,Medium,Email,01-06-2023 20:06,,,
7325,34,Male,27-04-2020,Technical issue,Closed,Low,Chat,01-06-2023 9:02,01-06-2023 6:54,4,-2.13
7326,38,Other,12-11-2020,Product inquiry,Closed,Critical,Social media,01-06-2023 22:36,01-06-2023 13:07,2,-9.48
7327,70,Male,10-02-2020,Cancellation request,Closed,Critical,Email,01-06-2023 18:31,01-06-2023 8:08,4,-10.38
7328,42,Male,23-06-2021,Billing inquiry,Closed,Critical,Email,01-06-2023 2:53,01-06-2023 4:42,1,1.82
7329,57,Other,21-10-2021,Technical issue,Closed,Low,Email,01-06-2023 14:01,01-06-2023 19:30,1,5.48
7330,18,Male,15-12-2020,Cancellation request,Pending Customer Response,Critical,Email,01-06-2023 16:38,,,
7331,68,Female,23-02-2021,Billing inquiry,Closed,Critical,Phone,01-06-2023 15:05,01-06-2023 11:07,2,-3.97
7332,47,Male,26-03-2020,Billing inquiry,Closed,Low,Social media,01-06-2023 6:46,01-06-2023 23:29,2,16.72
7333,37,Other,18-08-2020,Refund request,Closed,Critical,Email,01-06-2023 15:58,01-06-2023 3:17,5,-12.68
7334,61,Female,18-06-2021,Technical issue,Closed,Low,Chat,01-06-2023 1:59,01-06-2023 18:48,3,16.82
7335,18,Female,13-05-2020,Product inquiry,Closed,High,Phone,01-06-2023 18:46,01-06-2023 19:02,4,0.27
7336,32,Other,15-05-2021,Product inquiry,Open,Medium,Email,,,,
7337,30,Female,25-08-2020,Billing inquiry,Pending Customer Response,Medium,Email,01-06-2023 16:25,,,
7338,63,Other,03-08-2021,Product inquiry,Open,Medium,Chat,,,,
7339,61,Other,22-09-2021,Refund request,Pending Customer Response,Medium,Email,01-06-2023 13:28,,,
7340,27,Female,09-11-2021,Cancellation request,Closed,Critical,Email,01-06-2023 13:45,01-06-2023 3:08,3,-10.62
7341,44,Other,29-10-2021,Technical issue,Closed,Low,Chat,01-06-2023 11:51,01-06-2023 8:40,1,-3.18
7342,19,Male,02-02-2021,Billing inquiry,Closed,Critical,Phone,01-06-2023 6:16,01-06-2023 3:38,5,-2.63
7343,70,Male,25-05-2021,Refund request,Closed,Low,Email,01-06-2023 15:53,01-06-2023 19:29,5,3.6
7344,20,Other,23-03-2020,Technical issue,Open,High,Email,,,,
7345,18,Female,06-09-2020,Product inquiry,Pending Customer Response,Critical,Email,01-06-2023 11:39,,,
7346,35,Other,25-11-2021,Product inquiry,Pending Customer Response,High,Chat,01-06-2023 3:39,,,
7347,43,Male,19-12-2020,Refund request,Open,Critical,Chat,,,,
7348,57,Female,04-12-2020,Technical issue,Pending Customer Response,Critical,Social media,01-06-2023 1:09,,,
7349,25,Female,29-07-2020,Product inquiry,Open,High,Chat,,,,
7350,27,Male,21-12-2021,Billing inquiry,Closed,High,Phone,01-06-2023 14:03,01-06-2023 16:12,5,2.15
7351,57,Other,29-01-2021,Billing inquiry,Closed,High,Social media,01-06-2023 6:50,01-06-2023 9:26,4,2.6
7352,57,Other,06-11-2021,Product inquiry,Pending Customer Response,Medium,Chat,01-06-2023 19:59,,,
7353,63,Male,18-01-2020,Cancellation request,Open,Low,Phone,,,,
7354,38,Female,15-12-2020,Refund request,Pending Customer Response,Medium,Phone,01-06-2023 21:29,,,
7355,31,Female,30-12-2021,Product inquiry,Open,High,Email,,,,
7356,51,Male,26-02-2020,Billing inquiry,Open,Low,Chat,,,,
7357,59,Female,06-01-2021,Billing inquiry,Closed,Low,Social media,01-06-2023 13:19,01-06-2023 8:53,5,-4.43
7358,40,Other,07-10-2021,Product inquiry,Open,High,Social media,,,,
7359,59,Male,02-12-2020,Billing inquiry,Closed,Medium,Phone,01-06-2023 19:56,01-06-2023 1:00,1,-18.93
7360,19,Male,22-06-2020,Cancellation request,Closed,Low,Email,01-06-2023 3:30,01-06-2023 5:37,3,2.12
7361,43,Other,14-08-2021,Cancellation request,Pending Customer Response,Low,Social media,01-06-2023 7:51,,,
7362,61,Male,18-01-2021,Refund request,Open,Low,Phone,,,,
7363,24,Female,09-07-2020,Cancellation request,Open,Low,Chat,,,,
7364,66,Female,26-11-2021,Refund request,Open,High,Chat,,,,
7365,32,Other,10-03-2020,Refund request,Pending Customer Response,Low,Email,01-06-2023 19:20,,,
7366,62,Female,09-02-2021,Billing inquiry,Closed,Critical,Phone,01-06-2023 18:37,01-06-2023 3:39,1,-14.97
7367,63,Female,10-04-2021,Refund request,Pending Customer Response,Medium,Social media,01-06-2023 21:18,,,
7368,51,Other,03-04-2020,Technical issue,Pending Customer Response,Critical,Chat,01-06-2023 14:51,,,
7369,66,Male,26-07-2020,Cancellation request,Open,Low,Social media,,,,
7370,44,Other,04-02-2020,Refund request,Open,High,Phone,,,,
7371,20,Other,28-01-2020,Cancellation request,Closed,Low,Social media,01-06-2023 18:47,01-06-2023 1:05,5,-17.7
7372,37,Male,08-11-2021,Refund request,Closed,Critical,Social media,01-06-2023 22:11,01-06-2023 9:35,5,-12.6
7373,70,Male,29-07-2021,Product inquiry,Open,Critical,Email,,,,
7374,38,Male,14-04-2021,Refund request,Closed,High,Email,01-06-2023 19:03,01-06-2023 2:12,5,-16.85
7375,47,Female,23-02-2021,Cancellation request,Closed,Low,Social media,01-06-2023 21:40,01-06-2023 16:58,1,-4.7
7376,26,Other,02-07-2021,Billing inquiry,Pending Customer Response,Low,Chat,01-06-2023 0:39,,,
7377,23,Female,19-04-2021,Cancellation request,Open,Medium,Social media,,,,
7378,53,Male,23-02-2020,Refund request,Closed,Critical,Chat,01-06-2023 7:35,01-06-2023 4:19,4,-3.27
7379,30,Male,27-02-2020,Billing inquiry,Pending Customer Response,Medium,Phone,01-06-2023 4:27,,,
7380,68,Male,09-09-2021,Product inquiry,Pending Customer Response,Medium,Phone,01-06-2023 10:45,,,
7381,59,Female,17-04-2021,Billing inquiry,Open,High,Phone,,,,
7382,62,Female,08-08-2021,Cancellation request,Pending Customer Response,Critical,Phone,01-06-2023 10:43,,,
7383,46,Male,21-04-2021,Technical issue,Pending Customer Response,Medium,Social media,01-06-2023 11:35,,,
7384,26,Male,28-02-2020,Billing inquiry,Open,Medium,Phone,,,,
7385,48,Female,03-06-2020,Technical issue,Pending Customer Response,High,Email,01-06-2023 10:48,,,
7386,19,Female,06-08-2021,Technical issue,Open,Low,Phone,,,,
7387,26,Male,10-06-2020,Product inquiry,Closed,High,Email,01-06-2023 5:42,01-06-2023 0:39,5,-5.05
7388,42,Male,19-01-2021,Product inquiry,Closed,Medium,Chat,01-06-2023 19:38,01-06-2023 13:58,3,-5.67
7389,48,Other,05-12-2020,Billing inquiry,Closed,High,Email,01-06-2023 4:15,01-06-2023 13:28,5,9.22
7390,44,Female,07-06-2021,Product inquiry,Closed,Critical,Chat,01-06-2023 20:30,01-06-2023 16:53,4,-3.62
7391,21,Other,07-08-2021,Billing inquiry,Open,Medium,Phone,,,,
7392,38,Other,10-04-2020,Cancellation request,Pending Customer Response,Low,Phone,01-06-2023 20:09,,,
7393,30,Female,08-03-2020,Product inquiry,Closed,High,Email,01-06-2023 6:30,01-06-2023 0:56,3,-5.57
